id,idade,nomeJogador,nacionalidade,nomeClube
203263,29,H. MAGUIRE,ENGLAND,MANCHESTER UNITED
259281,32,T. MONARE,SOUTH AFRICA,ORLANDO PIRATES
248573,21,J. DINA EBIMBE,FRANCE,PARIS SAINT-GERMAIN
232477,28,S. AL GHANNAM,SAUDI ARABIA,AL NASSR
199504,31,T. XHAKA,ALBANIA,FC BASEL 1893
39943,32,J. PARK,KOREA REPUBLIC,PSV
246748,24,AIHEN MUNOZ,SPAIN,REAL SOCIEDAD
257889,25,K. JAKIC,CROATIA,EINTRACHT FRANKFURT
229188,23,V. PAVLIDIS,GREECE,AZ ALKMAAR
224422,25,J. BOGA,COTE D'IVOIRE,ATALANTA
189454,36,D. DIAZ,ECUADOR,BARCELONA SPORTING CLUB
223790,27,S. BECKER,SURINAME,1. FC UNION BERLIN
225719,,K. IHEANACHO,NIGERIA,LEICESTER CITY
236530,,L. O'BRIEN,ENGLAND,NOTTINGHAM FOREST
193910,30,A. FORSHAW,ENGLAND,LEEDS UNITED
265395,27,A. SUTORMIN,RUSSIA,
256769,20,A. TRUFFERT,FRANCE,STADE RENNAIS FC
210688,27,A. TRONDSEN,NORWAY,TRABZONSPOR
220196,24,D. BROOKS,WALES,AFC BOURNEMOUTH
255487,29,S. BENDEBKA,ALGERIA,AL FATEH
177392,34,D. MBOKANI,CONGO DR,ROYAL ANTWERP FC
229359,33,JORGE MIRAMON,SPAIN,CD LEGANES
224179,29,BORJA IGLESIAS,SPAIN,REAL BETIS BALOMPIE
214207,31,F. PARDO,COLOMBIA,INDEPENDIENTE MEDELLIN
245541,19,G. REYNA,UNITED STATES,BORUSSIA DORTMUND
246183,24,T. WIESNER,CZECH REPUBLIC,AC SPARTA PRAHA
187598,31,RAFAEL TOLOI,ITALY,ATALANTA
252008,21,I. REYES,MEXICO,PUEBLA FC
203581,30,I. BALLIU,ALBANIA,RAYO VALLECANO
215081,31,G. HACHEN,ARGENTINA,CLUB ATLETICO INDEPENDIENTE
233982,22,VAGNER CORRALDO,BRAZIL,CLUB ATHLETICO PARANAENSE
153177,35,M. ZARATE,ARGENTINA,PLATENSE
241071,24,MORETO CASSAMA,GUINEA BISSAU,STADE DE REIMS
235515,26,BENITO,SPAIN,UNION DEPORTIVA LAS PALMAS
186581,33,K. HONDA,JAPAN,VITESSE
221969,30,F. MLADENOVIC,SERBIA,LEGIA WARSZAWA
213439,30,J. OSORIO,CANADA,TORONTO FC
201103,33,DIEGO RIGONATO,BRAZIL,DEPORTIVO TOLUCA
225995,26,P. STOJANOVIC,SLOVENIA,EMPOLI
216350,,A. ADEMI,NORTH MACEDONIA,DINAMO ZAGREB
243559,25,DE FRUTOS,SPAIN,LEVANTE UNION DEPORTIVA
216054,31,N. DOMINGUEZ,ARGENTINA,RACING CLUB
202048,29,C. COADY,ENGLAND,EVERTON
231138,26,C. BASSOGOG,CAMEROON,SHANGHAI SHENHUA FC
228509,24,J. REINE-ADELAIDE,FRANCE,OLYMPIQUE LYONNAIS
218746,26,POZO,SPAIN,RAYO VALLECANO
224013,25,SERGI CANOS,SPAIN,BRENTFORD
194794,32,A. YARMOLENKO,UKRAINE,AL AIN FC
222844,27,WALACE,BRAZIL,UDINESE CALCIO
237034,23,CUCHO HERNANDEZ,COLOMBIA,COLUMBUS CREW
213114,28,D. ROLAN,URUGUAY,FUTBOL CLUB JUAREZ
230042,23,Y. AIT BENNASSER,MOROCCO,AS MONACO
190544,29,A. LJAJIC,SERBIA,BESIKTAS JK
210007,30,ANDRE RAMALHO,BRAZIL,PSV
187858,30,P. MPOKU,CONGO DR,ITTIFAK HOLDING KONYASPOR
219693,29,DIEGO CARLOS,BRAZIL,ASTON VILLA
236264,26,P. AQUINO,PERU,CLUB AMERICA
206516,27,W. HUGHES,ENGLAND,CRYSTAL PALACE
214491,30,L. QUINONES,COLOMBIA,TIGRES U.A.N.L.
255565,25,K. MITOMA,JAPAN,BRIGHTON & HOVE ALBION
202201,30,J. GOUWELEEUW,NETHERLANDS,FC AUGSBURG
193470,30,A. SOUQUET,FRANCE,MONTPELLIER HERAULT SC
229453,25,GIL DIAS,PORTUGAL,SL BENFICA
41,37,INIESTA,SPAIN,VISSEL KOBE
215057,32,I. MARCONE,ARGENTINA,CLUB ATLETICO INDEPENDIENTE
240458,24,ANDER GUEVARA,SPAIN,REAL SOCIEDAD
239861,28,A. HASSAN,QATAR,
193886,31,D. DIDAVI,GERMANY,VFB STUTTGART
238235,22,H. VETLESEN,NORWAY,FK BOD/GLIMT
201066,32,D. KAISER,GERMANY,HANNOVER 96
192449,30,M. STIEPERMANN,GERMANY,SC PADERBORN 07
205156,30,CHOI YOUNG JOON,KOREA REPUBLIC,JEJU UNITED FC
204738,30,R. IBARRA,ECUADOR,CLUB TIJUANA
255137,23,J. CIFUENTES,ECUADOR,LOS ANGELES FC
204102,28,Y. AYOUB,MOROCCO,EXCELSIOR
198118,31,J. GUILAVOGUI,FRANCE,VFL WOLFSBURG
198368,33,TOMAS PINA,SPAIN,DEPORTIVO ALAVES
190549,29,M. HENRIKSEN,NORWAY,ROSENBORG BK
216388,25,A. SAINT-MAXIMIN,FRANCE,NEWCASTLE UNITED
198861,30,N. MENDY,SENEGAL,LEICESTER CITY
231089,24,I. SISSOKO,FRANCE,RC STRASBOURG ALSACE
213301,25,S. HORVATH,AUSTRIA,LASK LINZ
236679,24,MELENDO,SPAIN,GRANADA CF
232432,24,L. JOVIC,SERBIA,FIORENTINA
251566,21,GABRIEL MARTINELLI,BRAZIL,ARSENAL
172316,34,COKE,SPAIN,LEVANTE UNION DEPORTIVA
224151,29,H. MARTIN,MEXICO,
237942,24,P. ESTUPINAN,ECUADOR,VILLARREAL CF
211368,27,BRUMA,PORTUGAL,FENERBAHCE SK
123621,33,S. MUNTARI,GHANA,ALBACETE BP
240095,27,L. STULAC,SLOVENIA,EMPOLI
212755,27,J. HENDRIX,NETHERLANDS,FEYENOORD
185349,34,D. ODOI,GHANA,CLUB BRUGGE KV
236830,22,Z. YOUSSOUF,FRANCE,FUTEBOL CLUBE DE FAMALICAO
242187,22,C. BAUMGARTNER,AUSTRIA,TSG HOFFENHEIM
235983,23,ALEX POZO,SPAIN,UNION DEPORTIVA ALMERIA
247181,21,G. PLATA,ECUADOR,REAL VALLADOLID CF
254183,31,A. ROMERO,PERU,CIENCIANO
258775,19,L. SUCIC,CROATIA,FC RED BULL SALZBURG
247263,23,E. TAPSOBA,BURKINA FASO,BAYER 04 LEVERKUSEN
226604,25,D. VALOYES,COLOMBIA,CLUB ATLETICO TALLERES
41874,36,B. PEDRETTI,FRANCE,AS NANCY LORRAINE
254587,,M. ESQUIVEL,ARGENTINA,CLUB ATLETICO TALLERES
230426,22,ARTURO INALCIO,BRAZIL,FLAMENGO
244472,22,J. CAJUSTE,SWEDEN,STADE DE REIMS
227600,25,J. ANDERSSON,SWEDEN,FC MIDTJYLLAND
208053,28,D. PELKAS,GREECE,FENERBAHCE SK
253004,19,ANSU FATI,SPAIN,FC BARCELONA
215574,26,E. RAKIP,NORTH MACEDONIA,MALMO FF
207939,31,G. PIZARRO,ARGENTINA,TIGRES U.A.N.L.
222692,27,B. SCHMITZ,GERMANY,1. FC KOLN
237161,24,S. LONGSTAFF,ENGLAND,NEWCASTLE UNITED
239119,29,L. LEAHY,ENGLAND,SHREWSBURY TOWN
221342,24,PABLO MAFFEO,SPAIN,RCD MALLORCA
225945,22,THIAGO MAIA,BRAZIL,LOSC LILLE
256079,20,M. CAICEDO,ECUADOR,BRIGHTON & HOVE ALBION
189484,30,D. SANTON,ITALY,ROMA
189679,23,V. WEISS,SLOVAKIA,OLYMPIACOS CFP
216820,26,M. SIMON,NIGERIA,FC NANTES
246762,22,S. KOITA,MALI,FC RED BULL SALZBURG
189505,34,PEDRO,SPAIN,LAZIO
226012,26,R. MANNING,REPUBLIC OF IRELAND,SWANSEA CITY
190223,34,BALENZIAGA,SPAIN,ATHLETIC CLUB DE BILBAO
243630,22,J. DAVID,CANADA,LOSC LILLE
246430,22,D. VLAHOVIC,SERBIA,JUVENTUS
225733,32,CESINHA,BRAZIL,DAEGU FC
243657,21,J. GARNER,ENGLAND,MANCHESTER UNITED
200443,32,B. DOUGLAS,SCOTLAND,LECH POZNAN
208330,26,A. JANUZAJ,BELGIUM,REAL SOCIEDAD
230269,,CLAUDIO COINTRA,BRAZIL,PALMEIRAS
194017,30,A. WEIMANN,AUSTRIA,BRISTOL CITY
260823,21,N. FAGIOLI,ITALY,JUVENTUS
175379,34,PEDRO LEON,SPAIN,CF FUENLABRADA
246803,25,D. JONES,UNITED STATES,NEW ENGLAND REVOLUTION
222537,,ZIZO,EGYPT,
162981,32,J. MORRISON,SCOTLAND,WEST BROMWICH ALBION
215871,28,A. JAHANBAKHSH,IRAN,FEYENOORD
192641,30,K. VOGT,GERMANY,TSG HOFFENHEIM
251392,21,T. KRAU,GERMANY,FC SCHALKE 04
224842,25,G. DOCHERTY,SCOTLAND,HULL CITY
230681,,G. PEZZELLA,ITALY,PARMA
196889,29,S. VERDI,ITALY,TORINO F.C.
213147,27,J. ALLEN,ENGLAND,COVENTRY CITY
233631,25,A. NDIAYE,SENEGAL,RCD MALLORCA
239335,24,OSCAR,SPAIN,RC CELTA DE VIGO
220621,26,S. BENRAHMA,ALGERIA,WEST HAM UNITED
235172,23,RUBEN VINAGRE,PORTUGAL,EVERTON
190748,33,Y. OZTEKIN,TURKEY,DEMIR GRUP SIVASSPOR
247495,24,MONCAYOLA,SPAIN,CA OSASUNA
247150,23,A. VIGO,ARGENTINA,CLUB ATLETICO INDEPENDIENTE
181820,32,S. JOVETIC,MONTENEGRO,HERTHA BSC
201535,29,R. VARANE,FRANCE,MANCHESTER UNITED
186687,30,G. KACAR,SERBIA,FC AUGSBURG
252541,20,J. CHOTARD,FRANCE,MONTPELLIER HERAULT SC
218659,26,M. TARGETT,ENGLAND,NEWCASTLE UNITED
257866,22,N. FERNANDEZ MERCAU,ARGENTINA,SAN LORENZO DE ALMAGRO
240017,22,A. SKOV OLSEN,DENMARK,CLUB BRUGGE KV
183895,35,M. MORALEZ,ARGENTINA,NEW YORK CITY FC
169706,33,J. CORK,ENGLAND,BURNLEY
205346,29,R. FREDERICKS,ENGLAND,AFC BOURNEMOUTH
199236,31,HONG CHUL,KOREA REPUBLIC,DAEGU FC
205989,27,C. CHAMBERS,ENGLAND,ASTON VILLA
216497,28,M. PHILIPP,GERMANY,VFL WOLFSBURG
239770,24,N. CASALE,ITALY,LAZIO
236883,24,M. ANDERSON,ICELAND,AARHUS GF
176949,31,B. RUIZ,COSTA RICA,SPORTING CP
253220,28,E. DASA,ISRAEL,VITESSE
225478,28,SERGINHO,BRAZIL,CHANGCHUN YATAI FC
221908,25,L. MORGAN,SCOTLAND,NEW YORK RED BULLS
186881,33,J. HOLLAND,AUSTRALIA,FK AUSTRIA WIEN
235634,26,G. KONAN,COTE D'IVOIRE,AL NASSR
246321,24,D. MAEDA,JAPAN,CELTIC
236721,24,L. FOMBA,FRANCE,NIMES OLYMPIQUE
259245,30,O. DOUMBIA,COTE D'IVOIRE,FC LUGANO
230936,27,A. NAGY,HUNGARY,PISA
227873,26,A. TOURE,MALI,EINTRACHT FRANKFURT
232120,25,S. MOORE,UNITED STATES,NASHVILLE SC
237540,27,P. FORSTER,GERMANY,VFL BOCHUM 1848
258090,23,E. MEZA,ARGENTINA,CLUB ATLETICO COLON
202651,28,SUSO,SPAIN,SEVILLA FC
234728,24,L. BENES,SLOVAKIA,HAMBURGER SV
221269,25,J. RIEDEWALD,NETHERLANDS,CRYSTAL PALACE
195033,31,M. LECKIE,AUSTRALIA,MELBOURNE CITY FC
221634,28,L. ACOSTA,ARGENTINA,FC CINCINNATI
230498,22,LUIMO BOAS SANTOS,BRAZIL,SANTOS
190084,31,P. TACHTSIDIS,GREECE,AL FAYHA
175254,32,F. CAICEDO,ECUADOR,INTER
16,37,LUIS GARCIA,SPAIN,KAS EUPEN
234072,23,A. RALSTON,SCOTLAND,CELTIC
240744,23,M. OJEDA,ARGENTINA,GODOY CRUZ
234128,26,LUIZ ARAUJO,BRAZIL,ATLANTA UNITED
236311,26,M. ROG,CROATIA,CAGLIARI
253293,23,B. OCAMPO,URUGUAY,CLUB NACIONAL DE FOOTBALL
197891,29,JUANMI,SPAIN,REAL BETIS BALOMPIE
213512,30,G. ORARINSSON,ICELAND,
236632,25,DAVID NERES,BRAZIL,SL BENFICA
237840,23,M. ANDERSEN,DENMARK,VENEZIA FC
189805,31,L. DE JONG,NETHERLANDS,PSV
215202,27,L. JANSON,ARGENTINA,VELEZ SARSFIELD
216605,,AKAPO,EQUATORIAL GUINEA,SAN JOSE EARTHQUAKES
259190,20,D. LOPY,SENEGAL,STADE DE REIMS
189234,32,M. RISSE,GERMANY,VIKTORIA KOLN
253163,23,R. ARAUJO,URUGUAY,FC BARCELONA
220815,27,J. NARVAEZ,COLOMBIA,REAL ZARAGOZA
233731,22,A. ISAK,SWEDEN,REAL SOCIEDAD
217699,34,I. SLIMANI,ALGERIA,SPORTING CP
219686,26,CARLOS JUNIOR,BRAZIL,AL SHABAB
226710,23,G. SCAMACCA,ITALY,WEST HAM UNITED
211891,30,A. VOGLSAMMER,GERMANY,1. FC UNION BERLIN
264701,18,A. ZAKHARYAN,RUSSIA,
227642,26,S. ADEGBENRO,NIGERIA,BEIJING GUOAN FC
202848,28,G. CAPRARI,ITALY,AC MONZA
211513,28,T. LAWRENCE,WALES,RANGERS FC
190499,,K. LARIBI,TUNISIA,URBS REGGINA 1914
186682,,MONTORO,SPAIN,REAL OVIEDO
230294,30,ADRIANO BISESI,BRAZIL,RB BRAGANTINO
215441,26,S. GUIRASSY,FRANCE,STADE RENNAIS FC
253321,29,M. COROZO,ECUADOR,LDU QUITO
231612,26,R. DEL CASTILLO,FRANCE,STADE BRESTOIS 29
245367,19,X. SIMONS,NETHERLANDS,PSV
252308,26,A. MUSRATI,LIBYA,SC BRAGA
213750,28,K. SEMA,SWEDEN,WATFORD
256402,19,C. ALCARAZ,ARGENTINA,RACING CLUB
235889,24,C. UNDER,TURKEY,OLYMPIQUE DE MARSEILLE
222331,26,L. KLOSTERMANN,GERMANY,RB LEIPZIG
254566,21,P. WIMMER,AUSTRIA,VFL WOLFSBURG
199763,29,B. BERESZYNSKI,POLAND,U.C. SAMPDORIA
192490,34,JUAN VILLAR,SPAIN,SD HUESCA
240193,24,E. REXHBECAJ,KOSOVO,FC AUGSBURG
227950,27,YERAY,SPAIN,ATHLETIC CLUB DE BILBAO
201447,29,S. LLETGET,UNITED STATES,FC DALLAS
223689,29,W. WEGHORST,NETHERLANDS,BESIKTAS JK
143745,34,A. TURAN,TURKEY,GALATASARAY SK
270276,29,S. SITHEMBE,SOUTH AFRICA,KAIZER CHIEFS
164477,33,J. MIKEL,NIGERIA,STOKE CITY
230374,38,DEIVERSON KAIO,BRAZIL,FLAMENGO
245305,28,L. DALVES,URUGUAY,
194020,30,PELE,GUINEA BISSAU,FUTEBOL CLUBE DE FAMALICAO
238050,24,C. EJUKE,NIGERIA,HERTHA BSC
232823,26,H. KAWABE,JAPAN,GRASSHOPPER CLUB ZURICH
240683,22,L. REIS,NETHERLANDS,HAMBURGER SV
177666,33,M. HARNIK,AUSTRIA,SV WERDER BREMEN
259586,19,H. SIQUET,BELGIUM,SPORT-CLUB FREIBURG
229593,27,M. PJACA,CROATIA,JUVENTUS
232985,24,T. KUNIMOTO,JAPAN,CASA PIA
232862,27,S. NAKAJIMA,JAPAN,FC PORTO
220475,27,A. GRASSI,ITALY,PARMA
199829,32,TIMOR,SPAIN,SD HUESCA
241925,24,C. FUHRICH,GERMANY,VFB STUTTGART
224069,29,K. TOKO EKAMBI,CAMEROON,OLYMPIQUE LYONNAIS
219984,27,M. ARAMU,ITALY,VENEZIA FC
201955,29,M. HAIDARA,MALI,RACING CLUB DE LENS
210372,30,R. GHEZZAL,ALGERIA,BESIKTAS JK
253268,25,F. MARTINEZ,URUGUAY,CLUB LEON
258433,20,E. MATAZO,BELGIUM,AS MONACO
251852,20,K. ADEYEMI,GERMANY,BORUSSIA DORTMUND
242351,31,T. BUNMATHAN,THAILAND,YOKOHAMA F. MARINOS
204526,28,HERVIAS,SPAIN,REAL VALLADOLID CF
256903,21,GONCALO RAMOS,PORTUGAL,SL BENFICA
225040,28,D. LIOTTI,ITALY,URBS REGGINA 1914
161648,,H. BEN ARFA,FRANCE,LOSC LILLE
192086,31,A. KOKORIN,RUSSIA,FIORENTINA
212230,27,IURI MEDEIROS,PORTUGAL,SC BRAGA
239704,25,K. WAGNER,GERMANY,PHILADELPHIA UNION
205257,29,N. SLITI,TUNISIA,ETTIFAQ FC
197061,30,J. MATIP,CAMEROON,LIVERPOOL
234612,24,J. IKONE,FRANCE,FIORENTINA
229207,26,ALEX CORREDERA,SPAIN,CD TENERIFE
236260,29,A. SANTAMARIA,PERU,CLUB ATLAS
195093,30,WILLIAN JOSE,BRAZIL,REAL BETIS BALOMPIE
251530,22,NUNO TAVARES,PORTUGAL,OLYMPIQUE DE MARSEILLE
257057,20,A. ONANA,BELGIUM,EVERTON
218744,26,J. BYRNE,REPUBLIC OF IRELAND,SHAMROCK ROVERS
256167,23,E. CANETE,ARGENTINA,UNION DE SANTA FE
223747,27,S. KINGSLEY,SCOTLAND,HEART OF MIDLOTHIAN
245741,22,J. LINDSTRM,DENMARK,EINTRACHT FRANKFURT
239475,23,J. GONZALEZ,MEXICO,MINNESOTA UNITED FC
246172,23,S. CHUKWUEZE,NIGERIA,VILLARREAL CF
235355,22,D. DUARTE,CAPE VERDE ISLANDS,FORTUNA SITTARD
221125,26,S. DRIUSSI,ARGENTINA,AUSTIN FC
233230,24,K. MAC ALLISTER,ARGENTINA,ARGENTINOS JUNIORS
214990,29,M. CATALAN,ARGENTINA,CLUB ATLETICO TALLERES
215700,27,L. O'NIEN,ENGLAND,SUNDERLAND
224242,26,D. LUCKASSEN,NETHERLANDS,PSV
244749,26,N. AGUERD,MOROCCO,WEST HAM UNITED
236295,25,AARON,SPAIN,1. FSV MAINZ 05
253537,22,B. CASTILLO,ECUADOR,BARCELONA SPORTING CLUB
247729,22,ANDRE ALMEIDA,PORTUGAL,VITORIA DE GUIMARAES
205114,33,T. INUI,JAPAN,CEREZO OSAKA
237321,24,M. BERISHA,GERMANY,FENERBAHCE SK
231280,27,IVAN ALEJO,SPAIN,CADIZ CF
239368,22,M. BAKKER,NETHERLANDS,BAYER 04 LEVERKUSEN
230850,29,G. CIMIROT,BOSNIA AND HERZEGOVINA,STANDARD DE LIEGE
246814,19,I. JOHANNESSON,ICELAND,F.C. KBENHAVN
254254,26,H. FATHI,EGYPT,
242045,24,M. ASHIMERU,GHANA,RSC ANDERLECHT
269509,24,D. DOUDERA,CZECH REPUBLIC,SK SLAVIA PRAHA
261616,20,Q. MERLIN,FRANCE,FC NANTES
270571,23,GABRIEL SARA,BRAZIL,NORWICH CITY
230406,26,GUILSON PAIVA,BRAZIL,FLAMENGO
254796,20,N. MADUEKE,ENGLAND,PSV
216549,26,A. SRLOTH,NORWAY,RB LEIPZIG
238194,22,N. BUSTOS,ARGENTINA,GIRONA FC
188081,31,ALEX TEIXEIRA,BRAZIL,BESIKTAS JK
237003,22,S. BIRINDELLI,ITALY,AC MONZA
267594,21,D. JURASEK,CZECH REPUBLIC,SK SLAVIA PRAHA
175105,29,W. PALACIOS,HONDURAS,STOKE CITY
253574,26,C. MELGAR,BOLIVIA,CLUB BOLIVAR
234570,23,JOTA,PORTUGAL,CELTIC
192366,34,N. OTAMENDI,ARGENTINA,SL BENFICA
203431,28,LEANDRO,BRAZIL,FC TOKYO
177358,32,M. SCHNEIDERLIN,FRANCE,OGC NICE
226380,26,HWANG HEE CHAN,KOREA REPUBLIC,WOLVERHAMPTON WANDERERS
1046,35,J. ROTHEN,FRANCE,STADE MALHERBE CAEN
191066,29,F. KROOS,GERMANY,EINTRACHT BRAUNSCHWEIG
231554,24,J. JUSTIN,ENGLAND,LEICESTER CITY
225659,27,G. RODRIGUEZ,ARGENTINA,REAL BETIS BALOMPIE
264335,18,D. SAMEK,CZECH REPUBLIC,LECCE
206436,27,Y. BENZIA,ALGERIA,DIJON FCO
215443,26,P. ZINCKERNAGEL,DENMARK,NOTTINGHAM FOREST
229900,25,S. LAUPER,SWITZERLAND,BSC YOUNG BOYS
144429,36,O. WENDT,SWEDEN,IFK GOTEBORG
202331,29,F. QUIGNON,ARGENTINA,FC DALLAS
230463,34,SIMAO ACUNHA,BRAZIL,CLUBE ATLETICO MINEIRO
242530,22,N. OKAFOR,SWITZERLAND,FC RED BULL SALZBURG
236918,24,A. DREYER,DENMARK,FC MIDTJYLLAND
206058,29,M. DE SCIGLIO,ITALY,JUVENTUS
215107,27,H. VILLALBA,PARAGUAY,CLUB LIBERTAD
212947,28,J. CABOT,FRANCE,RACING CLUB DE LENS
225310,26,B. THOMPSON,ENGLAND,PETERBOROUGH UNITED
239818,25,RUBEN DIAS,PORTUGAL,MANCHESTER CITY
231235,24,K. AMIAN,FRANCE,SPEZIA
253287,22,G. NEVES,URUGUAY,CLUB NACIONAL DE FOOTBALL
227234,25,L. TOUSART,FRANCE,HERTHA BSC
253945,24,AFSHA,EGYPT,
264707,35,M. AVILES,VENEZUELA,INDEPENDIENTE PETROLERO
203324,21,RODRIGO CAIO,BRAZIL,SAO PAULO
189560,34,IBORRA,SPAIN,LEVANTE UNION DEPORTIVA
208054,31,L. FERNANDEZ,ARGENTINA,CLUB ATLETICO INDEPENDIENTE
241522,23,J. WIND,DENMARK,VFL WOLFSBURG
215911,31,A. HATEM,QATAR,
205589,28,C. THOMPSON,ENGLAND,WYCOMBE WANDERERS
214692,30,C. CUEVA,PERU,AL FATEH
227995,24,L. WALSH,ENGLAND,SWANSEA CITY
219259,26,R. BROWN,ENGLAND,FOREST GREEN ROVERS
266689,29,Y. RODRIGUEZ,URUGUAY,CLUB NACIONAL DE FOOTBALL
202107,32,A. MORALES,UNITED STATES,NEW YORK CITY FC
234100,25,G. ESCOBAR,ARGENTINA,UD IBIZA
242974,,K. SESSA,GERMANY,1. FC HEIDENHEIM 1846
204152,29,J. JNSSON,DENMARK,AEK ATHENS
224019,25,PEDRO CHIRIVELLA,SPAIN,FC NANTES
225189,25,S. BASTONI,ITALY,SPEZIA
190445,24,E. FRIMPONG,GHANA,ARSENAL TULA
242393,22,B. HUSSEIN,SWEDEN,AIK
251412,26,S. WEISSMAN,ISRAEL,REAL VALLADOLID CF
244393,24,GONZALO VILLAR,SPAIN,U.C. SAMPDORIA
241497,23,C. DAGBA,FRANCE,RC STRASBOURG ALSACE
200724,32,NACHO FERNANDEZ,SPAIN,REAL MADRID CF
244675,22,SANCET,SPAIN,ATHLETIC CLUB DE BILBAO
255223,22,A. ADLI,FRANCE,BAYER 04 LEVERKUSEN
199800,31,Z. BERGDICH,MOROCCO,BB ERZURUMSPOR
232805,27,BERNARDO,BRAZIL,FC RED BULL SALZBURG
222836,24,R. LEDSON,ENGLAND,PRESTON NORTH END
211848,30,B. ZOLINSKI,GERMANY,1. FC KAISERSLAUTERN
211382,28,I. AMADOU,FRANCE,FC METZ
200536,28,N. SCHULZ,GERMANY,BORUSSIA DORTMUND
243414,21,B. WILLIAMS,ENGLAND,MANCHESTER UNITED
198715,33,SERGIO LEON,SPAIN,REAL VALLADOLID CF
241464,25,PAU TORRES,SPAIN,VILLARREAL CF
270046,26,L. SADILEK,CZECH REPUBLIC,AC SPARTA PRAHA
228747,26,O. IDRISSI,MOROCCO,FEYENOORD
259307,19,M. GUSTO,FRANCE,OLYMPIQUE LYONNAIS
243686,26,CHIQUINHO,PORTUGAL,SL BENFICA
253830,29,H. DORREGO,URUGUAY,CLUB DEPORTIVO ORIENTE PETROLERO
240351,25,S. MOUTOUSSAMY,CONGO DR,FC NANTES
201893,30,RECIO,SPAIN,CD LEGANES
257899,23,K. FUJIMOTO,JAPAN,GIL VICENTE FC
246106,23,A. HERRERA,ARGENTINA,RIVER PLATE
203280,32,V. GERMAIN,FRANCE,MONTPELLIER HERAULT SC
167397,36,FALCAO,COLOMBIA,RAYO VALLECANO
231236,25,M. CAFARO,FRANCE,AS SAINT-ETIENNE
243631,24,M. CAMARA,FRANCE,AS SAINT-ETIENNE
237629,23,A. MAIER,GERMANY,FC AUGSBURG
240053,30,R. AABID,FRANCE,ATAKAS HATAYSPOR
237499,25,A. SABIRI,GERMANY,U.C. SAMPDORIA
252208,21,R. YLMAZ,TURKEY,RANGERS FC
240262,24,J. BRIMMER,AUSTRALIA,MELBOURNE VICTORY
239207,25,M. GOMEZ,URUGUAY,VALENCIA CF
212170,27,M. DESLER,DENMARK,TOULOUSE FOOTBALL CLUB
237383,23,A. BASTONI,ITALY,INTER
263704,26,THACIANO,BRAZIL,ALTAY SK
225507,28,POL LLONCH,SPAIN,WILLEM II
241496,22,T. WEAH,UNITED STATES,LOSC LILLE
236846,22,KENNY ROCHA SANTOS,CAPE VERDE ISLANDS,KV OOSTENDE
254142,23,J. BELL,NEW ZEALAND,BRNDBY IF
189059,32,J. LIVERMORE,ENGLAND,WEST BROMWICH ALBION
222273,33,JIANG ZHIPENG,CHINA PR,SHENZHEN FC
207877,29,J. MARTINEZ,VENEZUELA,ATLANTA UNITED
241779,27,A. BENCHARKI,MOROCCO,
231108,24,S. HEFTI,SWITZERLAND,GENOA
174549,34,M. FERNANDEZ,CHILE,COLO-COLO
237626,25,Y. NEYOU,CAMEROON,AS SAINT-ETIENNE
235522,26,ALEIX FEBAS,SPAIN,MALAGA CF
49483,32,E. DJEMBA-DJEMBA,CAMEROON,ST. MIRREN
254548,21,M. BARD,FRANCE,OGC NICE
200700,30,A. MERKEL,KAZAKHSTAN,GAZISEHIR GAZIANTEP F.K.
233943,23,RONALDO VIEIRA,ENGLAND,U.C. SAMPDORIA
135567,26,NILMAR,BRAZIL,VILLARREAL CF
222715,27,OTAVIO,BRAZIL,FC GIRONDINS DE BORDEAUX
196150,37,T. GUTIERREZ,COLOMBIA,DEPORTIVO CALI
238072,24,E. LOWEN,GERMANY,VFL BOCHUM 1848
243032,22,HUGO DURO,SPAIN,VALENCIA CF
251988,23,A. COLPANI,ITALY,AC MONZA
259365,28,M. NAHIRI,MOROCCO,AL AIN
208822,28,MARCOS JUNIOR,BRAZIL,YOKOHAMA F. MARINOS
253177,19,Y. MUSAH,UNITED STATES,VALENCIA CF
229221,26,WILLIAM,BRAZIL,VFL WOLFSBURG
240716,24,M. OLIVERA,URUGUAY,NAPOLI
167665,37,N. DOMINGO,ARGENTINA,CLUB ATLETICO BANFIELD
212196,27,P. SISTO,DENMARK,FC MIDTJYLLAND
242794,23,I. LOUZA,MOROCCO,WATFORD
253139,21,S. PIEROTTI,ARGENTINA,CLUB ATLETICO COLON
234913,28,C. FASSNACHT,SWITZERLAND,BSC YOUNG BOYS
232270,24,T. FOSU-MENSAH,NETHERLANDS,BAYER 04 LEVERKUSEN
231242,25,A. OUNAS,ALGERIA,NAPOLI
211221,29,M. BOYLE,AUSTRALIA,HIBERNIAN
228010,24,HWANG IN BEOM,KOREA REPUBLIC,FC SEOUL
255684,27,LEONAI,BRAZIL,BARCELONA SPORTING CLUB
188408,25,THIAGUINHO,BRAZIL,FLUMINENSE
200630,30,J. FORREST,SCOTLAND,CELTIC
226035,27,J. MORRIS,UNITED STATES,SEATTLE SOUNDERS FC
225645,21,G. DE ARRASCAETA,URUGUAY,CRUZEIRO
224428,27,J. OTERO,COLOMBIA,REAL SPORTING DE GIJON
202685,31,S. ZAZA,ITALY,TORINO F.C.
193881,30,F. URICIC,SERBIA,U.C. SAMPDORIA
200857,28,M. LEITNER,GERMANY,FC ZURICH
