id,idade,nomeJogador,nacionalidade,nomeClube
198658,28,F. MIDTSJ,NORWAY,GALATASARAY SK
257771,26,J. JURANOVIC,CROATIA,CELTIC
184941,33,A. SANCHEZ,CHILE,OLYMPIQUE DE MARSEILLE
238216,22,C. GALLAGHER,ENGLAND,CHELSEA
235569,25,T. NDOMBELE,FRANCE,TOTTENHAM HOTSPUR
258683,21,I. ILIC,SERBIA,HELLAS VERONA
220334,29,O. ROMERO,PARAGUAY,BOCA JUNIORS
202562,29,J. ROUSSILLON,FRANCE,VFL WOLFSBURG
244374,23,M. SHAPARENKO,UKRAINE,DYNAMO KYIV
197781,30,ISCO,SPAIN,SEVILLA FC
206651,33,ROBERTO TORRES,SPAIN,CA OSASUNA
213013,28,F. ACHEAMPONG,GHANA,SHENZHEN FC
202135,29,S. STURARO,ITALY,GENOA
193301,31,A. LACAZETTE,FRANCE,OLYMPIQUE LYONNAIS
112316,35,J. MATHIEU,FRANCE,SPORTING CP
225403,26,I. KAHVECI,TURKEY,FENERBAHCE SK
223717,26,D. TOKOZ,TURKEY,TRABZONSPOR
241084,25,L. DIAZ,COLOMBIA,LIVERPOOL
171688,32,FABIO COENTRAO,PORTUGAL,RIO AVE FC
212814,29,JOAO MARIO,PORTUGAL,SL BENFICA
210374,29,J. VIGON,MEXICO,TIGRES U.A.N.L.
195365,31,K. KAMPL,SLOVENIA,RB LEIPZIG
206467,29,A. PLEA,FRANCE,BORUSSIA MONCHENGLADBACH
239807,22,D. FRATTESI,ITALY,U.S. SASSUOLO CALCIO
176546,31,J. ZUNIGA,COLOMBIA,ATLETICO NACIONAL
227174,24,M. CASH,POLAND,ASTON VILLA
201922,28,M. HINTEREGGER,AUSTRIA,JUVENTUS
201042,28,D. SIDIBE,FRANCE,AS MONACO
262411,25,MIGUEL CRESPO,PORTUGAL,FENERBAHCE SK
207494,29,J. LINGARD,ENGLAND,NOTTINGHAM FOREST
212138,27,P. FRANKOWSKI,POLAND,RACING CLUB DE LENS
138193,33,J. BARTON,ENGLAND,BURNLEY
231340,25,G. MONTIEL,ARGENTINA,SEVILLA FC
193738,32,Y. BELHANDA,MOROCCO,ADANA DEMIRSPOR
214988,28,L. MIRANDA,ARGENTINA,RACING CLUB
232905,29,J. ITO,JAPAN,STADE DE REIMS
183277,31,E. HAZARD,BELGIUM,REAL MADRID CF
184134,34,FERNANDO,BRAZIL,SEVILLA FC
247450,25,A. PALAVECINO,ARGENTINA,RIVER PLATE
198141,31,MARC BARTRA,SPAIN,REAL BETIS BALOMPIE
220093,28,H. HATEBOER,NETHERLANDS,ATALANTA
190059,30,S. ZUBER,SWITZERLAND,AEK ATHENS
226789,25,A. FULGINI,FRANCE,1. FSV MAINZ 05
188042,34,M. SUAREZ,ARGENTINA,RIVER PLATE
229857,26,S. SENSI,ITALY,AC MONZA
179944,33,DAVID LUIZ,BRAZIL,ARSENAL
216354,31,A. KRAMARIC,CROATIA,TSG HOFFENHEIM
240130,24,EDER MILITAO,BRAZIL,REAL MADRID CF
195412,34,MOISES,BRAZIL,SHANDONG TAISHAN
173208,35,D. CRISCITO,ITALY,TORONTO FC
247793,25,JAIME SEOANE,SPAIN,GETAFE CF
231591,27,JAVI GALAN,SPAIN,RC CELTA DE VIGO
213209,26,K. ACOSTA,UNITED STATES,LOS ANGELES FC
201982,32,J. SCHMID,FRANCE,SPORT-CLUB FREIBURG
219789,30,H. TRAORE,MALI,STADE RENNAIS FC
15723,35,17 D. KUYT,NETHERLANDS,FEYENOORD
241509,23,MAURO JUNIOR,BRAZIL,PSV
220332,28,A. ROMERO,PARAGUAY,CRUZ AZUL
200223,28,A. MAHER,NETHERLANDS,DAMAC FC
209519,28,G. LABORDE,FRANCE,STADE RENNAIS FC
203890,30,S. VRSALJKO,CROATIA,JUVENTUS
172871,35,J. VERTONGHEN,BELGIUM,SL BENFICA
209781,35,P. CAPELLE,FRANCE,ANGERS SCO
199767,29,M. VAN GINKEL,NETHERLANDS,PSV
230965,26,N. NANDEZ,URUGUAY,CAGLIARI
246923,21,J. RAMSEY,ENGLAND,ASTON VILLA
210736,27,EMERSON,ITALY,CHELSEA
230234,26,JORGE ANDRAO,BRAZIL,FLUMINENSE
224425,27,M. WOLF,GERMANY,BORUSSIA DORTMUND
239433,27,N. MAKSIMOVIC,SERBIA,GETAFE CF
223058,28,D. KUZYAEV,RUSSIA,JUVENTUS
251221,26,L. KALVACH,CZECH REPUBLIC,FC VIKTORIA PLZEN
189615,32,A. CRESSWELL,ENGLAND,WEST HAM UNITED
224574,26,O. PINEDA,MEXICO,AEK ATHENS
179813,34,E. CAVANI,URUGUAY,MANCHESTER UNITED
201303,30,R. FALK,DENMARK,F.C. KBENHAVN
233738,25,ZUBELDIA,SPAIN,REAL SOCIEDAD
244260,24,DANI OLMO,SPAIN,RB LEIPZIG
251517,20,J. GVARDIOL,CROATIA,RB LEIPZIG
245209,23,M. SADILEK,CZECH REPUBLIC,FC TWENTE
252931,23,L. IVANUSEC,CROATIA,DINAMO ZAGREB
213388,29,F. TAIT,FRANCE,STADE RENNAIS FC
183394,32,M. SISSOKO,FRANCE,FC NANTES
189280,32,A. WESTWOOD,ENGLAND,BURNLEY
190149,33,DE MARCOS,SPAIN,ATHLETIC CLUB DE BILBAO
172140,33,D. PRANJIC,CROATIA,PANATHINAIKOS FC
225953,24,S. BERGWIJN,NETHERLANDS,AJAX
234574,23,DIOGO DALOT,PORTUGAL,MANCHESTER UNITED
220834,26,MARCO ASENSIO,SPAIN,REAL MADRID CF
192789,31,MARIO GASPAR,SPAIN,WATFORD
242664,23,A. SAELEMAEKERS,BELGIUM,AC MILAN
198950,30,PABLO SARABIA,SPAIN,PARIS SAINT-GERMAIN
233500,23,L. SINISTERRA,COLOMBIA,LEEDS UNITED
204399,33,E. ZAHAVI,ISRAEL,PSV
143076,34,A. GOMEZ,ARGENTINA,SEVILLA FC
213991,27,J. LERMA,COLOMBIA,AFC BOURNEMOUTH
204226,31,D. LEZCANO,PARAGUAY,FUTBOL CLUB JUAREZ
240754,26,Y. ATAL,ALGERIA,OGC NICE
192064,30,GAO LATE,CHINA PR,GUANGZHOU FC
237239,26,E. BARDHI,NORTH MACEDONIA,LEVANTE UNION DEPORTIVA
236499,24,DOUGLAS LUIZ,BRAZIL,ASTON VILLA
224411,25,GONCALO GUEDES,PORTUGAL,WOLVERHAMPTON WANDERERS
211147,26,V. LAZARO,AUSTRIA,TORINO F.C.
192505,29,R. LUKAKU,BELGIUM,INTER
252143,23,DANIEL BRAGANCA,PORTUGAL,SPORTING CP
170370,31,J. DOS SANTOS,MEXICO,CLUB AMERICA
234457,26,O. ETEBO,NIGERIA,STOKE CITY
242280,22,L. FERGUSON,SCOTLAND,BOLOGNA
229010,25,S. AMALLAH,MOROCCO,STANDARD DE LIEGE
232099,26,M. GRUJIC,SERBIA,FC PORTO
269775,26,A. DIXON,ENGLAND,AFC RICHMOND
230258,22,ROSIVAL DOURADO,BRAZIL,SPORT CLUB CORINTHIANS PAULISTA
187754,33,MARLOS,UKRAINE,SHAKHTAR DONETSK
228881,25,D. CALABRIA,ITALY,AC MILAN
269763,26,D. ROJAS,MEXICO,AFC RICHMOND
215270,30,L. ZELARAYAN,ARMENIA,COLUMBUS CREW
235297,26,M. BERO,SLOVAKIA,VITESSE
187052,31,Y. M'VILA,FRANCE,OLYMPIACOS CFP
244622,24,PUADO,SPAIN,RCD ESPANYOL DE BARCELONA
204542,32,Y. YOTUN,PERU,CLUB SPORTING CRISTAL
235374,28,M. LAZZARI,ITALY,LAZIO
243015,27,L. ROMO,MEXICO,JUVENTUS
184704,28,MARQUINHO,BRAZIL,AL AHLI
190765,31,P. GRO,GERMANY,BRIGHTON & HOVE ALBION
221832,27,L. OLAZA,URUGUAY,REAL VALLADOLID CF
220659,26,J. BROWNHILL,ENGLAND,BURNLEY
234943,25,F. NEUHAUS,GERMANY,BORUSSIA MONCHENGLADBACH
241461,22,FERRAN TORRES,SPAIN,FC BARCELONA
245630,23,Y. FOFANA,FRANCE,AS MONACO
222028,26,J. WEIGL,GERMANY,SL BENFICA
233478,28,M. ZAJC,SLOVENIA,FENERBAHCE SK
239613,25,M. PESSINA,ITALY,AC MONZA
181783,34,M. MANDZUKIC,CROATIA,AC MILAN
235926,22,M. ZARACHO,ARGENTINA,RACING CLUB
190761,31,T. ARSLAN,GERMANY,UDINESE CALCIO
234060,24,Y. HERRERA,VENEZUELA,GIRONA FC
237819,24,N. DOMINGUEZ,ARGENTINA,BOLOGNA
188567,33,P. AUBAMEYANG,GABON,FC BARCELONA
254909,23,O. DORLEY,LIBERIA,SK SLAVIA PRAHA
247131,30,A. ESPINO,URUGUAY,CADIZ CF
164459,37,S. LARSSON,SWEDEN,AIK
212213,29,RICARDO ESGAIO,PORTUGAL,SPORTING CP
253149,21,J. FRIMPONG,NETHERLANDS,BAYER 04 LEVERKUSEN
153244,35,A. GIGNAC,FRANCE,TIGRES U.A.N.L.
250723,21,K. KONE,FRANCE,BORUSSIA MONCHENGLADBACH
212194,26,J. BRANDT,GERMANY,BORUSSIA DORTMUND
167514,34,D. BASTA,SERBIA,LAZIO
184942,30,GIULIANO,BRAZIL,ISTANBUL BASAKSEHIR FK
235456,24,J. BELLEGARDE,FRANCE,RC STRASBOURG ALSACE
253109,23,J. VEERMAN,NETHERLANDS,PSV
236699,25,S. LUKIC,SERBIA,TORINO F.C.
212678,28,L. AUGUSTINSSON,SWEDEN,ASTON VILLA
203980,28,K. FORTOUNIS,GREECE,OLYMPIACOS CFP
229391,26,PALHINHA,PORTUGAL,FULHAM
223570,25,J. SAMBIA,FRANCE,US SALERNITANA 1919
228595,27,G. PROMEL,GERMANY,TSG HOFFENHEIM
216158,29,S. WIDMER,SWITZERLAND,1. FSV MAINZ 05
224739,26,P. OLAYINKA,NIGERIA,SK SLAVIA PRAHA
215193,29,L. MENOSSI,ARGENTINA,CLUB ATLETICO TIGRE
184133,34,CASTRO,PORTUGAL,SC BRAGA
226851,26,B. PAVARD,FRANCE,FC BAYERN MUNCHEN
222404,26,M. NORMANN,NORWAY,JUVENTUS
245275,25,T. BASIC,CROATIA,LAZIO
178603,33,M. HUMMELS,GERMANY,BORUSSIA DORTMUND
240753,22,A. GOUIRI,FRANCE,OGC NICE
212886,27,W. CYPRIEN,FRANCE,PARMA
220854,27,E. GUTIERREZ,MEXICO,PSV
190483,29,DOUGLAS COSTA,BRAZIL,FC BAYERN MUNCHEN
235813,26,R. MARIN,ROMANIA,EMPOLI
170320,34,L. DE SILVESTRI,ITALY,BOLOGNA
178007,36,MIGUEL VELOSO,PORTUGAL,HELLAS VERONA
183427,31,F. DELPH,ENGLAND,EVERTON
203505,28,J. BRYAN,ENGLAND,FULHAM
210463,28,D. MACHIS,VENEZUELA,GRANADA CF
186395,32,M. RITCHIE,SCOTLAND,NEWCASTLE UNITED
239778,23,J. MODER,POLAND,BRIGHTON & HOVE ALBION
5471,38,F. LAMPARD,ENGLAND,NEW YORK CITY FC
185373,31,I. POPOV,BULGARIA,JUVENTUS
251675,25,DOUGLAS AUGUSTO,BRAZIL,PAOK
236572,22,O. WIJNDAL,NETHERLANDS,AJAX
229158,26,B. VAN DEN BOOMEN,NETHERLANDS,TOULOUSE FOOTBALL CLUB
184575,33,R. ALESSANDRINI,FRANCE,SHENZHEN FC
230020,29,P. LEES-MELOU,FRANCE,STADE BRESTOIS 29
197813,32,J. MARTIN,FRANCE,LOSC LILLE
251132,29,E. PIOVI,ARGENTINA,LDU QUITO
195859,29,D. INGS,ENGLAND,ASTON VILLA
263287,28,I. SCHRANZ,SLOVAKIA,SK SLAVIA PRAHA
209430,29,R. RIPART,FRANCE,ESTAC TROYES
198451,34,DANI RODRIGUEZ,SPAIN,RCD MALLORCA
227508,28,MELERO,SPAIN,LEVANTE UNION DEPORTIVA
232223,26,K. TSIMIKAS,GREECE,LIVERPOOL
257191,23,A. STACH,GERMANY,1. FSV MAINZ 05
221001,29,U. SALTNES,NORWAY,FK BOD/GLIMT
239837,23,A. MAC ALLISTER,ARGENTINA,BRIGHTON & HOVE ALBION
245279,25,REGUILON,SPAIN,TOTTENHAM HOTSPUR
202599,29,IGOR CORONADO,BRAZIL,AL ITTIHAD
212245,28,Y. GERHARDT,GERMANY,VFL WOLFSBURG
245155,21,M. KUDUS,GHANA,AJAX
9676,36,S. ETO'O,CAMEROON,ITTIFAK HOLDING KONYASPOR
215155,30,F. ZUQUI,ARGENTINA,ESTUDIANTES DE LA PLATA
240243,23,MATHEUS CUNHA,BRAZIL,ATLETICO DE MADRID
231447,23,D. MALEN,NETHERLANDS,BORUSSIA DORTMUND
188556,34,M. DIAME,SENEGAL,CF FUENLABRADA
214026,29,J. MOJICA,COLOMBIA,ELCHE CF
205201,28,O. YOKUSLU,TURKEY,WEST BROMWICH ALBION
243007,29,L. MASOPUST,CZECH REPUBLIC,SK SLAVIA PRAHA
239380,23,N. LANG,NETHERLANDS,CLUB BRUGGE KV
215590,28,AYOZE PEREZ,SPAIN,LEICESTER CITY
206517,26,J. GREALISH,ENGLAND,MANCHESTER CITY
198329,31,RODRIGO,SPAIN,LEEDS UNITED
205192,28,DENIS SUAREZ,SPAIN,RC CELTA DE VIGO
211567,29,GILBERTO,BRAZIL,SL BENFICA
209288,30,F. MOLLET,FRANCE,FC SCHALKE 04
239782,28,B. ACOSTA,HONDURAS,COLORADO RAPIDS
206469,26,T. FOUNTAS,GREECE,D.C. UNITED
168542,36,DAVID SILVA,SPAIN,REAL SOCIEDAD
210282,32,BRUNO PERES,BRAZIL,TRABZONSPOR
266063,25,P. BOCKAJ,CROATIA,DINAMO ZAGREB
4098,35,TIAGO,PORTUGAL,ATLETICO DE MADRID
232440,24,CAIO HENRIQUE,BRAZIL,AS MONACO
247204,23,EMERSON ROYAL,BRAZIL,TOTTENHAM HOTSPUR
223922,28,A. BOUCHALAKIS,GREECE,OLYMPIACOS CFP
213296,27,N. BENTALEB,ALGERIA,ANGERS SCO
177388,35,D. PAYET,FRANCE,OLYMPIQUE DE MARSEILLE
215531,29,D. TURUC,TURKEY,ISTANBUL BASAKSEHIR FK
210602,30,S. AL DAWSARI,SAUDI ARABIA,AL HILAL
240787,22,H. TRAORE,COTE D'IVOIRE,U.S. SASSUOLO CALCIO
201510,29,L. KURZAWA,FRANCE,PARIS SAINT-GERMAIN
240916,24,D. LJUBICIC,AUSTRIA,1. FC KOLN
222475,26,M. THORSBY,NORWAY,1. FC UNION BERLIN
220814,26,L. HERNANDEZ,FRANCE,FC BAYERN MUNCHEN
240976,24,M. SARACCHI,URUGUAY,LEVANTE UNION DEPORTIVA
221201,28,T. LEIBOLD,GERMANY,HAMBURGER SV
198133,29,L. BACUNA,CURACAO,CARDIFF CITY
233084,24,N. MOLINA,ARGENTINA,ATLETICO DE MADRID
198219,31,L. INSIGNE,ITALY,TORONTO FC
236276,25,A. DANJUMA,NETHERLANDS,VILLARREAL CF
229764,25,CORDOBA,SPAIN,FORTUNA SITTARD
257876,21,N. SEIWALD,AUSTRIA,FC RED BULL SALZBURG
247103,24,D. HANCKO,SLOVAKIA,AC SPARTA PRAHA
189461,29,J. WILSHERE,ENGLAND,AARHUS GF
221992,26,H. LOZANO,MEXICO,NAPOLI
187800,34,M. ISLA,CHILE,UNIVERSIDAD CATOLICA
204472,30,B. SARR,SENEGAL,FC BAYERN MUNCHEN
193983,30,A. DELORT,ALGERIA,OGC NICE
250,37,D. BECKHAM,ENGLAND,JUVENTUS
241390,22,E. ELMAS,NORTH MACEDONIA,NAPOLI
246764,22,M. CAMARA,MALI,FC RED BULL SALZBURG
246885,23,N. CAPALDO,ARGENTINA,FC RED BULL SALZBURG
226045,27,J. GALLARDO,MEXICO,JUVENTUS
164240,37,THIAGO SILVA,BRAZIL,CHELSEA
253157,22,H. BOUDAOUI,ALGERIA,OGC NICE
180216,33,S. COLEMAN,REPUBLIC OF IRELAND,EVERTON
199652,28,D. PRAET,BELGIUM,LEICESTER CITY
220502,27,M. ZACCAGNI,ITALY,LAZIO
222357,25,B. EMBOLO,SWITZERLAND,AS MONACO
167431,34,G. CASTRO,GERMANY,DSC ARMINIA BIELEFELD
205452,29,A. RUDIGER,GERMANY,REAL MADRID CF
209888,30,C. GOODWIN,AUSTRALIA,ADELAIDE UNITED
205407,30,D. BASELLI,ITALY,COMO
264240,17,GAVI,SPAIN,FC BARCELONA
256790,19,J. MUSIALA,GERMANY,FC BAYERN MUNCHEN
202078,31,D. NAGBE,UNITED STATES,COLUMBUS CREW
255475,22,ANTONY,BRAZIL,AJAX
200647,34,J. ILICIC,SLOVENIA,ATALANTA
223816,27,J. RODRIGUEZ,URUGUAY,AL NASSR
246113,24,ADRIA PEDROSA,SPAIN,RCD ESPANYOL DE BARCELONA
200155,29,H. VANAKEN,BELGIUM,CLUB BRUGGE KV
240190,25,K. MALONG,CAMEROON,OLYMPIACOS CFP
192679,32,ESCUDERO,SPAIN,REAL VALLADOLID CF
201995,29,FELIPE ANDERSON,BRAZIL,LAZIO
216451,30,J. SERI,COTE D'IVOIRE,HULL CITY
201417,30,M. DOHERTY,REPUBLIC OF IRELAND,TOTTENHAM HOTSPUR
231524,26,T. POCHETTINO,ARGENTINA,RIVER PLATE
198717,29,W. ZAHA,COTE D'IVOIRE,CRYSTAL PALACE
173909,35,K. BOATENG,GHANA,HERTHA BSC
255253,22,VITINHA,PORTUGAL,PARIS SAINT-GERMAIN
222509,25,DANI CEBALLOS,SPAIN,REAL MADRID CF
251217,24,JEAN LUCAS,BRAZIL,AS MONACO
198946,33,D. D'AMBROSIO,ITALY,INTER
217287,27,J. DE SART,BELGIUM,KAA GENT
232487,29,W. ENDO,JAPAN,VFB STUTTGART
173306,34,C. ANSALDI,ARGENTINA,TORINO F.C.
216380,26,D. SINKGRAVEN,NETHERLANDS,BAYER 04 LEVERKUSEN
232665,26,M. ARAMBARRI,URUGUAY,GETAFE CF
232711,25,J. STAGE,DENMARK,SV WERDER BREMEN
243627,21,Y. ADLI,FRANCE,AC MILAN
181019,26,EVERTON RIBEIRO,BRAZIL,AJAX
230384,26,NAILTON PADRENDA,BRAZIL,CLUBE ATLETICO MINEIRO
206273,26,O. SHATOV,RUSSIA,FC KRASNODAR
241095,24,N. VLASIC,CROATIA,WEST HAM UNITED
258208,23,O. LINGR,CZECH REPUBLIC,SK SLAVIA PRAHA
237566,28,K. ZACHARIASSEN,NORWAY,FERENCVAROSI TC
238041,22,T. MALACIA,NETHERLANDS,MANCHESTER UNITED
227528,30,B. ROMERO,ARGENTINA,RIVER PLATE
224394,27,FABIO MARTINS,PORTUGAL,SC BRAGA
206306,30,J. FERRI,FRANCE,MONTPELLIER HERAULT SC
193254,35,C. TRIMMEL,AUSTRIA,1. FC UNION BERLIN
176944,34,M. FELLAINI,BELGIUM,SHANDONG TAISHAN
230225,26,HEBERTO GAUCHO,BRAZIL,CLUBE ATLETICO MINEIRO
228520,28,E. AVILA,ARGENTINA,CA OSASUNA
203362,27,M. ELYOUNOUSSI,NORWAY,SOUTHAMPTON
204259,30,S. ARIAS,COLOMBIA,ATLETICO DE MADRID
177604,35,NACHO MONREAL,SPAIN,REAL SOCIEDAD
220295,32,E. VALENCIA,ECUADOR,FENERBAHCE SK
198140,30,R. FUNES MORI,MEXICO,CF MONTERREY
204884,26,B. MENDY,FRANCE,MANCHESTER CITY
234112,23,DODO,BRAZIL,FIORENTINA
231443,25,O. DEMBELE,FRANCE,FC BARCELONA
199110,31,L. MURIEL,COLOMBIA,ATALANTA
189511,33,SERGIO BUSQUETS,SPAIN,FC BARCELONA
177413,33,A. WITSEL,BELGIUM,ATLETICO DE MADRID
215639,26,KENEDY,BRAZIL,CHELSEA
216813,32,BRUNO HENRIQUE,BRAZIL,AL ITTIHAD
190593,31,D. ALEKSIC,SERBIA,ISTANBUL BASAKSEHIR FK
211119,34,PEDRO SANTOS,PORTUGAL,COLUMBUS CREW
186537,35,C. STUANI,URUGUAY,GIRONA FC
152999,38,R. PALACIO,ARGENTINA,BOLOGNA
245371,21,T. ALMADA,ARGENTINA,ATLANTA UNITED
213798,27,A. MOWATT,ENGLAND,WEST BROMWICH ALBION
237329,22,J. WILLOCK,ENGLAND,NEWCASTLE UNITED
241673,29,B. BARISIC,CROATIA,RANGERS FC
176769,34,JONAS,BRAZIL,SL BENFICA
200746,28,J. LUNDSTRAM,ENGLAND,RANGERS FC
243001,24,A. CICALDAU,ROMANIA,GALATASARAY SK
223334,25,JOELINTON,BRAZIL,NEWCASTLE UNITED
234236,26,P. SCHICK,CZECH REPUBLIC,BAYER 04 LEVERKUSEN
190460,30,C. ERIKSEN,DENMARK,MANCHESTER UNITED
235663,24,G. TIL,NETHERLANDS,PSV
232293,23,V. OSIMHEN,NIGERIA,NAPOLI
220714,26,P. BILLING,DENMARK,AFC BOURNEMOUTH
212729,25,TOZE,PORTUGAL,VITORIA DE GUIMARAES
175943,35,D. MERTENS,BELGIUM,GALATASARAY SK
211504,27,L. BAKER,ENGLAND,STOKE CITY
203570,31,S. DALLAS,NORTHERN IRELAND,LEEDS UNITED
245538,27,K. FURUHASHI,JAPAN,CELTIC
212623,25,SANTI MINA,SPAIN,RC CELTA DE VIGO
205600,28,S. UMTITI,FRANCE,FC BARCELONA
180819,34,A. LALLANA,ENGLAND,BRIGHTON & HOVE ALBION
212096,29,V. GRIFO,ITALY,SPORT-CLUB FREIBURG
184392,32,M. DARMIAN,ITALY,INTER
206225,30,D. CHERYSHEV,RUSSIA,VALENCIA CF
216547,29,RAFA,PORTUGAL,SL BENFICA
189172,32,FIDEL,SPAIN,ELCHE CF
192073,31,A. BERTOLACCI,ITALY,YUKATEL KAYSERISPOR
239373,23,Z. FLEMMING,NETHERLANDS,MILLWALL
242118,24,S. CORDOVA,MEXICO,TIGRES U.A.N.L.
212228,26,I. TONEY,ENGLAND,BRENTFORD
205855,28,M. LIVAJA,CROATIA,HAJDUK SPLIT
200215,31,S. RODE,GERMANY,EINTRACHT FRANKFURT
179765,33,E. VECCHIO,ARGENTINA,RACING CLUB
213928,27,E. SOBOL,UKRAINE,CLUB BRUGGE KV
203106,28,L. BITTENCOURT,GERMANY,SV WERDER BREMEN
231836,23,J. KARLSSON,SWEDEN,AZ ALKMAAR
248148,23,ZUBIMENDI,SPAIN,REAL SOCIEDAD
212188,26,T. WERNER,GERMANY,RB LEIPZIG
235134,25,P. ROSARIO,NETHERLANDS,OGC NICE
216409,28,M. POLITANO,ITALY,NAPOLI
256630,19,F. WIRTZ,GERMANY,BAYER 04 LEVERKUSEN
237960,26,MAMA BALDE,GUINEA BISSAU,ESTAC TROYES
201118,30,CEDRIC,PORTUGAL,ARSENAL
218745,26,O. NTCHAM,FRANCE,SWANSEA CITY
251804,21,S. DEST,UNITED STATES,FC BARCELONA
234468,26,E. REYNOSO,ARGENTINA,MINNESOTA UNITED FC
256408,20,S. SIMON,ARGENTINA,RIVER PLATE
223017,30,O. SAHINER,TURKEY,ISTANBUL BASAKSEHIR FK
206463,26,J. DUDZIAK,TUNISIA,SPVGG GREUTHER FURTH
216700,28,M. MEZA,ARGENTINA,CF MONTERREY
216283,30,DANILO,BRAZIL,VFL BOCHUM 1848
242380,25,STEPHEN EUSTAQUIO,CANADA,FC PORTO
228698,26,V. KOVALENKO,UKRAINE,SPEZIA
206413,32,T. STEPANENKO,UKRAINE,SHAKHTAR DONETSK
219391,29,G. ESCALANTE,ARGENTINA,LAZIO
204525,31,INIGO MARTINEZ,SPAIN,ATHLETIC CLUB DE BILBAO
186561,31,A. RAMSEY,WALES,OGC NICE
217714,27,P. ARRIOLA,UNITED STATES,FC DALLAS
197242,32,G. KRYCHOWIAK,POLAND,AL SHABAB
229668,27,MARIO HERMOSO,SPAIN,ATLETICO DE MADRID
224371,25,J. BOWEN,ENGLAND,WEST HAM UNITED
223724,29,S. LAINER,AUSTRIA,BORUSSIA MONCHENGLADBACH
191783,29,V. BERISHA,KOSOVO,STADE DE REIMS
205923,29,B. DAVIES,WALES,TOTTENHAM HOTSPUR
197756,30,J. AYEW,GHANA,CRYSTAL PALACE
247144,26,D. HOTIC,BOSNIA AND HERZEGOVINA,KSV CERCLE BRUGGE
235389,25,C. RODRIGUEZ,MEXICO,
208224,30,P. MANTALOS,GREECE,AEK ATHENS
179605,33,A. TAARABT,MOROCCO,SL BENFICA
236772,21,D. SZOBOSZLAI,HUNGARY,RB LEIPZIG
211862,31,A. HAHN,GERMANY,FC AUGSBURG
204699,31,L. MELGAREJO,PARAGUAY,CLUB LIBERTAD
211269,30,G. FERNANDEZ,ARGENTINA,BOCA JUNIORS
202335,28,E. DIER,ENGLAND,TOTTENHAM HOTSPUR
183130,32,M. ALBRIGHTON,ENGLAND,LEICESTER CITY
234035,26,ODRIOZOLA,SPAIN,REAL MADRID CF
208621,31,OSCAR PLANO,SPAIN,REAL VALLADOLID CF
251377,22,R. ZALAZAR,URUGUAY,FC SCHALKE 04
202493,32,ALEIX VIDAL,SPAIN,RCD ESPANYOL DE BARCELONA
192955,32,M. KLICH,POLAND,LEEDS UNITED
202316,32,T. CHANDLER,UNITED STATES,EINTRACHT FRANKFURT
186351,32,L. FER,NETHERLANDS,AYTEMIZ ALANYASPOR
221697,26,O. WATKINS,ENGLAND,ASTON VILLA
191076,31,J. GUMUNDSSON,ICELAND,BURNLEY
179681,35,M. SAMUDIO,PARAGUAY,CLUB LIBERTAD
213666,26,R. LOFTUS-CHEEK,ENGLAND,CHELSEA
211844,27,N. GAVORY,FRANCE,FORTUNA DUSSELDORF
210047,30,F. SCHAR,SWITZERLAND,NEWCASTLE UNITED
235152,22,F. KADIOGLU,TURKEY,FENERBAHCE SK
212446,28,L. GARRITANO,ITALY,FROSINONE
208919,26,R. GAULD,SCOTLAND,VANCOUVER WHITECAPS FC
193348,30,X. SHAQIRI,SWITZERLAND,CHICAGO FIRE FOOTBALL CLUB
245586,24,GUERRERO,SPAIN,FC ZURICH
251438,23,NUNO SANTOS,PORTUGAL,CHARLOTTE FC
238794,21,VINICIUS JR.,BRAZIL,REAL MADRID CF
186651,34,G. VURAL,TURKEY,ANTALYASPOR
213654,26,G. KAMARA,FINLAND,RANGERS FC
194644,31,MONTOYA,SPAIN,REAL BETIS BALOMPIE
217546,31,SEQUEIRA,PORTUGAL,SC BRAGA
236898,25,M. AEBISCHER,SWITZERLAND,BOLOGNA
211022,28,RUBEN GARCIA,SPAIN,CA OSASUNA
189165,30,J. SHELVEY,ENGLAND,NEWCASTLE UNITED
226677,24,J. BACUNA,CURACAO,BIRMINGHAM CITY
233487,23,R. MCGREE,AUSTRALIA,MIDDLESBROUGH
220746,25,A. ZIVKOVIC,SERBIA,PAOK
207791,28,Y. POULSEN,DENMARK,RB LEIPZIG
225309,25,N. AMIRI,GERMANY,BAYER 04 LEVERKUSEN
226853,25,J. ST. JUSTE,NETHERLANDS,SPORTING CP
263781,21,VANDERSON,BRAZIL,AS MONACO
252383,24,R. ZERROUKI,ALGERIA,FC TWENTE
202828,30,F. VIVIANI,ITALY,SPAL
246708,27,G. MASOURAS,GREECE,OLYMPIACOS CFP
257234,22,Y. HAMACHE,FRANCE,BOAVISTA FC
200888,30,DANILO PEREIRA,PORTUGAL,PARIS SAINT-GERMAIN
207537,26,J. LUKAKU,BELGIUM,LAZIO
169324,36,A. ULMER,AUSTRIA,FC RED BULL SALZBURG
223061,28,F. CERVI,ARGENTINA,RC CELTA DE VIGO
246646,22,M. CAQUERET,FRANCE,OLYMPIQUE LYONNAIS
205995,28,J. WILLEMS,NETHERLANDS,SPVGG GREUTHER FURTH
210455,28,JONNY,SPAIN,WOLVERHAMPTON WANDERERS
215157,30,F. LERTORA,ARGENTINA,CLUB ATLETICO COLON
